baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ENSEMBL	ENTREZID
Baz1b	1085.14969033696	0.309848269579648	0.185637351708816	1.66910520284552	0.0950965323813824	0.341555460593477	ENSMUSG00000002748	22385
Baz2a	675.264359294708	0.136643403682222	0.212491577834957	0.643053268625799	0.520189535818949	0.79141063233385	ENSMUSG00000040054	116848
Baz2b	267.593729741485	-0.611540566548994	0.287667999512547	-2.12585538740927	0.0335153025246203	0.182090072710031	ENSMUSG00000026987	407823
Bbc3	347.677903935591	-0.234383831201717	0.258903029094382	-0.90529582454701	0.365308687872288	0.679375738155029	ENSMUSG00000002083	170770
Bbip1	342.484601932378	0.33617147851591	0.224509339034078	1.49736077778431	0.134299408191845	0.413946456402509	ENSMUSG00000084957	100503572
Bbs1	12.6883769582011	0.220693812075132	1.0767101890229	0.204970487253779	0.837595183224252	0.948037297594427	ENSMUSG00000006464	52028
Bbs10	23.5241326415462	0.0613249242004057	0.804548084006677	0.0762228205118649	0.939241827358209	0.980725068655539	ENSMUSG00000035759	71769
Bbs12	100.817997403065	-0.0528617506509125	0.40222345055809	-0.131423840597971	0.89544003015799	0.966778421118133	ENSMUSG00000051444	241950
Bbs2	47.4686826172436	-0.855354122924901	0.568452706550771	-1.50470586746781	0.132399713915375	0.4099495386418	ENSMUSG00000031755	67378
Bbs4	132.473144859629	0.423322100040775	0.318352945463424	1.32972572132024	0.183608656967621	0.485036700635135	ENSMUSG00000025235	102774
Bbs5	9.52164955350849	2.86283066435916	1.26331079260346	2.26613330711706	0.0234432225038039	0.145070807849577	ENSMUSG00000063145	72569
Bbs7	9.44359552548338	-4.23766856069089	1.57771382781153	-2.68595513710431	0.00723227989191478	0.0660825721742245	ENSMUSG00000037325	71492
Bbx	380.695202900736	-0.211563115212611	0.213328771611358	-0.991723308649786	0.321332517549109	0.64149553255946	ENSMUSG00000022641	70508
BC002059	147.180502230259	0.417083568302179	0.440923352563987	0.945932135090648	0.344183201737174	0.661460966486239	ENSMUSG00000060149	213811
BC002163	475.045795705651	-0.239388718220707	0.198631271334609	-1.20519149181419	0.228129386153612	0.542047995095223	NA	NA
BC003965	346.992543851762	-0.456139581527193	0.227322868865952	-2.00657146288335	0.0447953124317592	0.217212913499545	ENSMUSG00000067722	214489
BC004004	1382.67749794767	0.00329568941112263	0.158167961349243	0.0208366434201271	0.983375966855686	0.993811970925788	ENSMUSG00000052712	80748
BC005537	472.733232343301	-0.190651256914978	0.23576274477472	-0.808657267275846	0.41871231457324	0.721074554066306	ENSMUSG00000019132	79555
BC005561	143.466119569168	0.293625392676947	0.374481372245377	0.784085443065912	0.432989976407634	0.732025615973037	NA	NA
BC005624	362.061336635538	0.00472173785189999	0.225446869664686	0.020943905137928	0.983290403059338	0.993811970925788	ENSMUSG00000026851	227707
BC017158	148.621810639782	-0.163170100387401	0.317855840829133	-0.513346238853968	0.607709144825705	0.840386664455635	NA	NA
BC022960	7.67811527806056	-0.481470537686487	1.51590180955265	-0.317613274588394	0.750778303509738	NA	NA	237246
BC023105	6.27651857860964	-0.107062675347304	1.85082148623311	-0.0578460300702496	0.953871272844832	NA	NA	667597
BC024063	26.9262364082418	0.655832481615781	0.723340626582674	0.906671708340473	0.364580428763751	0.679161059311112	ENSMUSG00000112160	666584
BC024978	7.77116978295836	0.223446120901009	1.43580519031745	0.155624260455283	0.876329200853192	NA	ENSMUSG00000078786	414069
BC030867	174.775478309655	-0.306854371722488	0.296310226435652	-1.03558481735063	0.300395878095327	0.620194019319665	NA	NA
BC031181	1100.90058209657	-0.0636219480495764	0.157355063942852	-0.404320944336958	0.685976725855443	0.883283327147097	ENSMUSG00000036299	407819
BC037032	15.9998819860437	0.641148292298433	0.915419950617627	0.700387064828393	0.483685612166096	0.769058700873686	NA	414066
BC037034	137.98120669798	-0.331788179756174	0.346132306935922	-0.958558831717482	0.337781040350017	0.656803930934877	NA	NA
BC043934	87.0611211704266	0.350423338932539	0.386066004396229	0.907677275238385	0.364048753657844	0.678564708292783	NA	270185
BC048403	58.5080102210216	-0.303116543231349	0.467050097037336	-0.649002205874969	0.516336950402859	0.788653219077122	ENSMUSG00000053684	270802
BC048507	29.4654128006032	0.366419038930071	0.68048709392672	0.538465816913097	0.590255498295172	0.832309683001711	ENSMUSG00000064063	408058
BC049352	41.4964967100966	0.799445857563607	0.585899096935999	1.36447702641012	0.172417479866435	0.472110004943048	ENSMUSG00000091996	408059
BC049715	25.919679387413	0.362312262111653	0.739087468812593	0.490215674599027	0.623981290217712	0.851069766536252	ENSMUSG00000047515	320135
BC051226	16.7906912373453	-1.01775666873358	0.893830720733816	-1.1386458812895	0.254850883564737	0.570574721032366	ENSMUSG00000092564	407803
BC052040	193.990936674364	0.253368262402346	0.282653721873694	0.896391035372838	0.370043953498053	0.682687035425642	NA	NA
BC055324	195.280921440174	0.410214663620013	0.334656453725759	1.22577843353403	0.220282065087953	0.532850230825736	ENSMUSG00000041406	381306
BC064078	195.471078278373	-0.767400358732877	0.277442243937021	-2.76598238192982	0.00567516007786396	0.0557474714525419	NA	408064
BC065397	9.18164285168779	-1.3535194481375	1.52092762800065	-0.88993021312709	0.373503359634687	0.686391258465621	ENSMUSG00000087368	436230
BC085271	16.2019301740059	-0.166217185338587	0.933965223567064	-0.177969351689305	0.858747045274916	0.956026306058273	ENSMUSG00000102478	100504508
BC147527	104.484287774167	0.480349417907949	0.377952943408819	1.27092387103961	0.203755733226295	0.510991655035148	ENSMUSG00000094796	625360
Bcam	8.42725205992075	-0.236951235990749	1.21852204004856	-0.194457899162255	0.845817358052582	0.950658827107757	ENSMUSG00000002980	57278
Bcap29	1684.17703617711	0.13870191220055	0.174912878867657	0.792977127233124	0.427791149090127	0.727557984307691	ENSMUSG00000020650	12033
Bcap31	2735.76272522457	-0.0204452265198297	0.125981190672505	-0.162287928941536	0.871079119981775	0.95865793829079	ENSMUSG00000002015	27061
Bcar1	12.9637773977123	0.581254897082939	1.20576605451018	0.482062747502923	0.629761372288687	0.8534177445065	ENSMUSG00000031955	12927
Bcas1	14.052080592765	0.0656407418120141	0.9357502137773	0.070147717676756	0.944076087001217	0.98231683996343	ENSMUSG00000013523	76960
Bcas2	1407.73677597316	0.2289946946966	0.155329542795517	1.47425074828205	0.14041409063852	0.424699955239856	ENSMUSG00000005687	68183
Bcas3	581.294982254194	0.278114454730569	0.200402117381053	1.3877820173015	0.165203432270347	0.462995026920758	ENSMUSG00000059439	192197
Bcat1	278.337288197718	-0.608134822590973	0.247427176293576	-2.457833580372	0.0139777930263576	0.103244845742022	ENSMUSG00000030268	12035
Bcat2	428.019546201301	-0.548337353909627	0.214203874656258	-2.55988531855256	0.010470670951388	0.0849611306250794	ENSMUSG00000030826	12036
Bccip	989.960846917444	0.0781919827775494	0.150670131643662	0.518961402134268	0.603787657634075	0.8392195569771	ENSMUSG00000030983	66165
Bcdin3d	117.358238511321	-0.450965369539146	0.342040948867222	-1.31845432844419	0.187351604268209	0.490389873893864	ENSMUSG00000037525	75284
Bckdha	137.275047775472	-0.703604943965518	0.332296291457753	-2.11740233656797	0.0342257160702165	0.184073625290782	ENSMUSG00000060376	12039
Bckdhb	47.6441024870783	-0.423624134269365	0.541940287708808	-0.781680461624925	0.434402386996636	0.732718832470742	ENSMUSG00000032263	12040
Bckdk	1154.50640571737	-0.220366615300682	0.176324982439956	-1.24977534238929	0.211381625871454	0.521626099617644	ENSMUSG00000030802	12041
Bcl10	902.748207754963	0.056999784386617	0.166244243946983	0.342867717000746	0.731697979335551	0.903862209767445	ENSMUSG00000028191	12042
Bcl11a	9.21468495399063	-0.271567959841915	1.54410094045437	-0.175874486393359	0.860392549802574	0.956026306058273	ENSMUSG00000000861	14025
Bcl11b	1724.82838299568	0.0407525539557952	0.18774373009166	0.217064793247151	0.828157850738007	0.943797266284273	ENSMUSG00000048251	58208
Bcl2	916.178802366389	-0.250291558964659	0.156048037925128	-1.60393916061123	0.108727463757455	0.36796142904886	ENSMUSG00000057329	12043
Bcl2a1a	77.0045400017435	-0.0347872892569294	0.443036290998828	-0.0785201798672096	0.937414278565899	0.980701665375672	ENSMUSG00000102037	12044
Bcl2a1b	432.863655331511	0.187871028451432	0.199316236963701	0.942577641005967	0.345896980806843	0.662826493378622	ENSMUSG00000089929	12045
Bcl2a1c	12.4517788393812	-0.681079631261379	1.04316211179129	-0.652899126188398	0.513821312336013	0.786438882064739	ENSMUSG00000053820	12046
Bcl2a1d	1011.68843380573	0.166358133565664	0.152462092654959	1.09114423571604	0.275209420777978	0.592828587359159	ENSMUSG00000099974	12047
Bcl2l1	587.073191634883	-0.283608751558165	0.188705977225687	-1.5029134515383	0.132861363782474	0.410806737666079	ENSMUSG00000007659	12048
Bcl2l12	134.053780795797	-0.139084458392995	0.332354527353469	-0.418482213859161	0.675594587997724	0.879562193602277	ENSMUSG00000003190	75736
Bcl2l13	807.369871620721	0.0897292364640647	0.176435397573926	0.508567088565481	0.611055702825309	0.842319377091163	ENSMUSG00000009112	94044
Bcl2l14	14.2573358294534	-0.484069816877086	0.945968702617987	-0.511718638827493	0.608847939464852	0.840769773095736	ENSMUSG00000030200	66813
Bcl2l15	8.80294995765079	-0.216196001841481	1.19972911247331	-0.180204014050956	0.856992407264087	0.955752836760932	ENSMUSG00000044165	229672
Bcl2l2	6.001968699196	-0.117758097490554	1.83826995668997	-0.0640591971064968	0.948923091074476	NA	ENSMUSG00000022194	12050
Bcl3	591.562957931061	-0.0620362847973278	0.207826757767705	-0.298499988469569	0.765321584913746	0.919839277128333	ENSMUSG00000053175	12051
Bcl6	75.0646329010663	-0.804845298293063	0.454076744678083	-1.77248737735656	0.0763136887942019	0.299510479231508	ENSMUSG00000022508	12053
Bcl7a	50.7031280570249	0.425420173863412	0.574344133550019	0.74070604888726	0.458871690931669	0.751793010483391	ENSMUSG00000029438	77045
Bcl7b	676.789676059756	0.0501961898269359	0.186467222514888	0.269195782239573	0.787779025802497	0.929455288603855	ENSMUSG00000029681	12054
Bcl7c	253.13591371348	-0.542014539664248	0.245186169277731	-2.21062444615417	0.0270618544497515	0.159533213062486	ENSMUSG00000030814	12055
Bcl9	4.3076688481136	0.589843811702906	2.09313469760944	0.281799261355021	0.778097437342593	NA	ENSMUSG00000038256	77578
Bcl9l	159.001770677744	-0.41180977989737	0.330242926930824	-1.2469904616114	0.212400995022531	0.522292783488735	ENSMUSG00000063382	80288
Bclaf1	1723.28453113548	-0.0382267646778999	0.155872398157605	-0.245243963201542	0.806267537804458	0.937216813250193	ENSMUSG00000037608	72567
Bclaf3	282.169014665985	0.208269718993079	0.33443960958744	0.622742381651497	0.533453827142049	0.79964605788877	ENSMUSG00000044150	382252
Bco1	19.948856196062	-1.28875327937701	0.861913810881378	-1.49522291336666	0.134856275460002	0.414916783796951	ENSMUSG00000031845	63857
Bco2	11.7230086436912	-0.563917470253229	1.06983372877936	-0.527107582312476	0.598118881606288	0.836683079003063	ENSMUSG00000032066	170752
Bcor	326.934008317409	-0.0877908533754211	0.240065921950414	-0.365694775260749	0.714592845229083	0.897363707566521	ENSMUSG00000040363	71458
Bcorl1	7.42251345893937	0.613910509385682	1.46906931906199	0.417890770312778	0.676026980999775	NA	ENSMUSG00000036959	320376
Bcr	85.9239011839024	0.604219159260942	0.415316580436622	1.45483996479439	0.145713571321657	0.433356456048246	ENSMUSG00000009681	110279
Bcs1l	110.360165785852	-0.33688953931286	0.364489848757847	-0.924276877561758	0.355342178239448	0.671000728476667	ENSMUSG00000026172	66821
Bdh1	336.27702995792	-0.095154731023768	0.218559283219711	-0.435372634929955	0.66329197012519	0.872934082723622	ENSMUSG00000046598	71911
Bdp1	278.920098588309	0.0987158486244208	0.283859931053691	0.347762532943577	0.728018529740079	0.902161404150163	ENSMUSG00000049658	544971
BE692007	320.858164229594	0.348096948854955	0.25099125380598	1.38688876037107	0.165475685654781	0.463001325036454	NA	100504727
Becn1	1282.86880700829	-0.0208380515518288	0.142777562521795	-0.145947662810449	0.88396270491612	0.961969730379712	ENSMUSG00000035086	56208
Bend3	23.7505109376514	-0.0127582845000594	0.888046507831015	-0.0143666850638493	0.988537438114255	0.995441557234897	ENSMUSG00000038214	331623
Bend4	185.325684072553	-0.639100726820929	0.338205251165556	-1.88968303897825	0.0588003638383898	0.256466090749313	ENSMUSG00000092060	666938
Bend5	15.3004187310134	-1.96973680961547	1.03854073358103	-1.89663895302744	0.0578756058237201	0.253707371756089	ENSMUSG00000028545	67621
Bend6	6.45893568537487	-6.03800074671161	2.04724721485991	-2.94932663866136	0.0031846718885862	NA	ENSMUSG00000042182	320705
Best1	7.66634951208159	0.373300464915631	1.30999052968193	0.284964247036404	0.775671533470449	NA	ENSMUSG00000037418	24115
Bet1	379.609666135716	-0.0885187276211302	0.217918367358384	-0.406201316089864	0.684594687151644	0.882932719599294	ENSMUSG00000032757	12068
Bet1l	212.876515813396	0.0868692451227738	0.260172594260735	0.333890836464184	0.738461934819089	0.907313727459382	ENSMUSG00000025484	54399
Bex2	20.863420621629	0.537355967958415	0.841258309408558	0.638752642260615	0.522983860812712	0.793239429634412	ENSMUSG00000042750	12069
Bex3	545.013870881157	0.198356548857144	0.20604175003854	0.962700757589379	0.3356977164291	0.655198233047573	ENSMUSG00000046432	12070
Bfar	660.367241494746	-0.278859274462704	0.175619598702397	-1.58785964962405	0.112318079515159	0.374475522584823	ENSMUSG00000022684	67118
Bhlhb9	429.210694083709	0.325042678964482	0.218636002996686	1.48668414400811	0.137098252411823	0.418714551296955	ENSMUSG00000072964	70237
Bhlhe40	3010.69151075438	0.146979004627413	0.140572932666069	1.04557116252644	0.295759069196601	0.615906471661806	ENSMUSG00000030103	20893
Bicd1	36.5806648199497	0.547995695212415	0.680678681958793	0.805072510329608	0.420777837980834	0.722509926725942	ENSMUSG00000003452	12121
Bicd2	572.175973499798	0.168481244728683	0.203224113683717	0.829041601780067	0.407080866926986	0.71121939855382	ENSMUSG00000037933	76895
Bicdl1	554.244340148531	-0.44270759464001	0.283601143289291	-1.5610218968279	0.118518584485334	0.384661472179246	ENSMUSG00000041609	75665
Bid	877.480085197741	-0.056091969226781	0.168617638863162	-0.33265777889525	0.739392623566972	0.907887808647375	ENSMUSG00000004446	12122
Bik	10.2311426002305	0.12909254275402	1.14425642521919	0.112817843893069	0.910174971280864	0.97198266343544	ENSMUSG00000016758	12124
Bin1	1164.9105651433	-0.0124179524782972	0.146007366446037	-0.0850501778133693	0.932221499062744	0.979328953837332	ENSMUSG00000024381	30948
Bin2	7681.24100564792	-0.132830187098482	0.129341447450214	-1.02697309885612	0.304433131418881	0.623570389899339	ENSMUSG00000098112	668218
Bin3	1071.91040931529	0.191239639126301	0.150549331426269	1.27027890004254	0.203985301406649	0.511473841321884	ENSMUSG00000022089	57784
Birc2	712.655914789058	0.395746807222595	0.199735415249397	1.98135521799401	0.0475514520471354	0.225149976611222	ENSMUSG00000057367	11797
Birc3	517.184479215107	0.00604995795640758	0.186469341380228	0.0324447864277654	0.9741173468673	0.991764138213029	ENSMUSG00000032000	11796
Birc5	3254.67027534745	0.301121452321785	0.141999676857839	2.12057843359214	0.0339572946096377	0.183546070548665	ENSMUSG00000017716	11799
Birc6	1109.02518263869	-0.00478397806171983	0.222625844152015	-0.0214888710694937	0.982855681014598	0.993737775615404	ENSMUSG00000024073	12211
Bivm	114.163375436377	0.151611659779142	0.381330729811161	0.39758573838049	0.690935574866278	0.885683628384038	ENSMUSG00000041684	246229
Blcap	164.352669703805	-0.590803075545735	0.320180160701818	-1.84522074775253	0.0650054335675712	0.271951107354509	ENSMUSG00000067787	53619
Blm	318.367953639121	0.503817662820917	0.291664591306447	1.72738713521644	0.0840981595089855	0.318222423108918	ENSMUSG00000030528	12144
Blmh	1564.39694244957	0.111093240545747	0.134362831511644	0.82681526800155	0.408341774834224	0.712325500356407	ENSMUSG00000020840	104184
Bloc1s1	77.0026035187603	-0.225036279016147	0.407607965870871	-0.552089992979769	0.580886697706552	0.826506160064867	ENSMUSG00000090247	14533
Bloc1s2	403.25255215309	-0.15286275669897	0.204676690502641	-0.746849855367371	0.455154197540499	0.74937321537674	ENSMUSG00000057506	73689
Bloc1s2-ps	294.570255307404	0.00931739242462767	0.2336922274445	0.0398703565219792	0.968196484372233	0.98963017219711	NA	625631
Bloc1s3	167.565817143218	-0.397855670939199	0.336385325770297	-1.18273789151813	0.236913042090817	0.550735471468278	ENSMUSG00000057667	232946
Bloc1s4	310.173950190535	0.0461559169038329	0.246148977650156	0.187512121092101	0.851259120983443	0.95323504213996	ENSMUSG00000060708	117197
Bloc1s5	230.77741730472	-0.0174011715394756	0.263060261529689	-0.0661489935358852	0.947259205035984	0.983346448925731	ENSMUSG00000038982	17828
Bloc1s6	664.675189035185	0.214858915553976	0.172227845564027	1.24752716292965	0.212204266815378	0.522083703584749	ENSMUSG00000005804	18457
Bloc1s6os	9.15306035371139	0.823396922787149	1.21890713379533	0.675520636443669	0.499345044847675	0.779380959241006	NA	75915
Blvra	883.008052480724	-0.0495779368401957	0.174543555863336	-0.284043352932572	0.776377157428923	0.925499246810487	ENSMUSG00000001999	109778
Blzf1	239.560213807778	0.212821197488491	0.300480293570189	0.708270066432087	0.478777562118634	0.766278794273205	ENSMUSG00000026577	66352
Bmf	48.5919124983212	0.0106431797620203	0.60017602676951	0.0177334303392756	0.985851511282713	0.994701035554399	ENSMUSG00000040093	171543
Bmi1	817.983044034977	0.328339134576857	0.187903719285621	1.74737964647612	0.080571505650975	0.309574895564908	ENSMUSG00000026739	12151
Bmp1	7.04835398964388	1.97916009456348	1.67389766141806	1.18236624626551	0.237060410218921	NA	ENSMUSG00000022098	12153
Bmp2k	353.701544398996	0.112371666958774	0.249998734960992	0.449488942319278	0.653078983082679	0.867293443251285	ENSMUSG00000034663	140780
Bmp8a	4.15855489328146	1.32764156920435	2.09146236762339	0.634791038919335	0.525564708478442	NA	ENSMUSG00000032726	12163
Bmpr1a	9.8939038866371	0.328892819276767	1.10779247299331	0.296890281613923	0.766550275990386	0.920545050762427	ENSMUSG00000021796	12166
Bmpr2	8.12324283738723	0.64574197726442	1.66113006055266	0.38873655507118	0.697471038027826	0.889630764066187	ENSMUSG00000067336	12168
Bms1	760.99278264979	0.197768353204691	0.161886092437165	1.22165128719414	0.221839524917891	0.534919185018293	ENSMUSG00000030138	213895
Bmt2	199.525058481264	-0.411694686226995	0.310006749951232	-1.32801845860375	0.184172009072502	0.485963201926347	ENSMUSG00000042742	101148
Bmyc	19.1948817048549	-0.0292406464409486	0.870387457592503	-0.0335949767955393	0.973200127945387	0.991626998377967	ENSMUSG00000049086	107771
Bnip1	281.173523080503	-0.172284657251688	0.2768475207237	-0.622308831956752	0.533738814836718	0.79964605788877	ENSMUSG00000024191	224630
Bnip2	1551.87981419942	0.163932174674396	0.153459994646659	1.06824045609965	0.285412060002708	0.603990058459435	ENSMUSG00000011958	12175
Bnip3	50.2124246684239	0.884587225789504	0.543478795706677	1.62763889369279	0.103601477030637	0.358578257072471	ENSMUSG00000078566	12176
Bnip3l	869.552732374178	0.142639468032765	0.17657940302208	0.807792220335736	0.419210204384382	0.721193016274373	ENSMUSG00000022051	12177
Bnip3l-ps	357.018065823813	-0.214338946373221	0.21996677244269	-0.97441510821397	0.329850470915051	0.649424193490036	ENSMUSG00000073198	100043324
Boc	9.39394878637386	-1.01642405801924	1.46970101267696	-0.691585600916132	0.489197606780618	0.772163418615614	ENSMUSG00000022687	117606
Bod1	176.396325737319	-0.416938209647199	0.378458429382076	-1.10167505141305	0.270602967000806	0.587468327135148	ENSMUSG00000044502	69556
Bod1l	896.05724888852	0.171867294332768	0.201585755483908	0.852576581714315	0.393894153791177	0.701763093534938	ENSMUSG00000061755	665775
Bola1	239.90806501429	-0.495878359376131	0.277849516433311	-1.78470117832705	0.0743097997167349	0.294750323803331	ENSMUSG00000015943	69168
Bola3	858.58456106917	-0.219495310947492	0.157537079515447	-1.39329300519355	0.163531204985177	0.460662163919831	ENSMUSG00000045160	78653
Bop1	1355.17230674051	-0.372109216410294	0.200047139766894	-1.86010765684476	0.062870296111298	0.267034961730315	ENSMUSG00000022557	12181
Bora	492.822307660399	0.159168524584916	0.186283157326155	0.854443991982776	0.392859029724335	0.701060245816907	ENSMUSG00000022070	77744
Borcs5	425.535885026122	-0.255592194060345	0.216633884575937	-1.17983479159167	0.238065929034104	0.551229296185178	ENSMUSG00000042992	67774
Borcs6	61.4061727414463	-0.121337935715131	0.47917040139619	-0.253225022583991	0.800094331277885	0.934636132959676	ENSMUSG00000045176	71923
Borcs7	318.560000325728	-0.509961148664828	0.230496941817211	-2.21244214627905	0.0269361294806637	0.159213423951872	ENSMUSG00000062376	66439
Borcs8	427.297644153871	-0.314753908370197	0.217037865918692	-1.45022577990199	0.146995568285608	0.435245766797993	ENSMUSG00000002345	72368
Bpgm	291.532009739865	0.155534349017717	0.243899152288985	0.637699424364673	0.523669360336706	0.793638306798633	ENSMUSG00000038871	12183
Bpnt1	356.337807206334	-0.171447429581438	0.21883680978379	-0.783448770573964	0.433363626054006	0.732259021451146	ENSMUSG00000026617	23827
Bptf	613.292541673385	-0.26044201328405	0.233018291002903	-1.11768914003753	0.263699782570034	0.579134387953695	ENSMUSG00000040481	207165
Braf	185.922275231342	-0.231083395374935	0.310526621934315	-0.744166132795582	0.456775974245051	0.750500579816613	ENSMUSG00000002413	109880
Brap	1062.64698503707	0.0990464808336804	0.156986328298069	0.630924246126846	0.528090057560975	0.796754203909523	ENSMUSG00000029458	72399
Brat1	519.630696775044	-0.491948612023	0.222819838352644	-2.20783129392824	0.027256035716032	0.160206608561486	ENSMUSG00000000148	231841
Brca2	346.915306179634	0.541490477299534	0.243573950134721	2.22310504468986	0.0262087175697732	0.156499180600597	ENSMUSG00000041147	12190
Brcc3	781.957669905242	0.419220214789082	0.16585067015966	2.52769683948525	0.0114813443836923	0.0904328980663828	ENSMUSG00000031201	210766
Brd1	506.373521364365	0.35276734441138	0.254926939933854	1.38379782263464	0.166420369951402	0.464366239586576	ENSMUSG00000022387	223770
Brd2	1759.03714086467	-0.106842901144172	0.169401759304385	-0.630707151938096	0.528232021877224	0.796793060829653	ENSMUSG00000024335	14312
Brd3	462.387119592281	-0.252479493600618	0.224978979592347	-1.12223592647678	0.261762141025515	0.57806839579801	ENSMUSG00000026918	67382
Brd4	1981.03142759418	0.099726425585219	0.151036782148537	0.660279066904	0.50907476089964	0.784199303102309	ENSMUSG00000024002	57261
Brd7	742.11150625942	0.141265673659682	0.185968885620364	0.759619939585276	0.447481796823749	0.743705960470739	ENSMUSG00000031660	26992
Brd9	879.865340230445	-0.0266900323092244	0.160475219248592	-0.166318715339337	0.867906138454671	0.957566729151895	ENSMUSG00000057649	105246
Brdt	2.51234246440611	0.673951910784947	2.23659166282392	0.301329885998956	0.76316295361858	NA	ENSMUSG00000029279	114642
Brf1	513.086666703129	-0.00975590957231275	0.209104960705137	-0.0466555625433954	0.962787747702963	0.987891508396945	ENSMUSG00000011158	72308
Brf2	112.426548770953	0.249015305475539	0.341091473744134	0.730054324554402	0.465356979114504	0.756184412204904	ENSMUSG00000031487	66653
Bri3	27.3684517421232	-1.22213673980762	0.692718762137754	-1.76426106322869	0.0776880362075312	0.303428094706316	ENSMUSG00000047843	55950
Bri3bp	665.040024705028	-0.0308322132446876	0.180179428477471	-0.17111949741001	0.86412980526952	0.956401292950842	ENSMUSG00000037905	76809
Brip1	494.634827332056	0.51849490651783	0.199337713248331	2.60108786274627	0.00929286499567639	0.0783807503080031	ENSMUSG00000034329	237911
Brix1	1189.42960255914	0.205276044063685	0.171900765890137	1.19415433084736	0.232417603795741	0.547148944352103	ENSMUSG00000022247	67832
Brk1	2072.96366483332	-0.19858658926054	0.130269268102921	-1.52443160349718	0.127400930439856	0.400243619795085	ENSMUSG00000033940	101314
Brms1	793.544846746214	-0.178302304622232	0.188226509991512	-0.947275198537509	0.343498565383621	0.661200986398877	ENSMUSG00000080268	107392
Brms1l	204.54886704037	0.14311278764644	0.310678060904743	0.460646584537297	0.645052183719887	0.86281706938654	ENSMUSG00000012076	52592
Brox	542.35896683774	0.518142056299502	0.184160792998311	2.81353076224132	0.00490006974974587	0.050070533888424	ENSMUSG00000046836	71678
Brpf1	681.487107429058	0.477556199849263	0.186979302099614	2.55405916316258	0.010647516292008	0.0859890405843971	ENSMUSG00000001632	78783
Brwd1	369.674178135069	0.152755554152286	0.238551335784946	0.640346672759761	0.521947243926665	0.792280557445911	ENSMUSG00000022914	93871
Brwd3	73.7348050777225	0.662065860897785	0.545085692125748	1.2146087678725	0.224515343189713	0.538029533089678	ENSMUSG00000063663	382236
Bscl2	1429.38077565402	0.0516416024909744	0.139952904480234	0.368992717105545	0.712133153246186	0.896470316782888	ENSMUSG00000071657	14705
Bsdc1	263.998672594637	0.281560377611991	0.272343820100533	1.03384162529576	0.301210208476181	0.6206215207517	ENSMUSG00000040859	100383
Bsg	3159.22484002216	-0.205843939518591	0.116694588856645	-1.76395445183378	0.0777396480781456	0.303456815854145	ENSMUSG00000023175	12215
Bsn	56.819636291799	0.170134369928951	0.483655526151382	0.351767654311263	0.725012518187522	0.900893509028788	ENSMUSG00000032589	12217
Bspry	1054.13568655521	0.255555349723367	0.165407200012175	1.54500741022493	0.122344470974752	0.391794489711283	ENSMUSG00000028392	192120
Bst2	1142.20728125613	-0.334289507643819	0.169948662211805	-1.96700287777022	0.0491828790097694	0.229398232959477	ENSMUSG00000046718	69550
Btaf1	304.188048092508	0.27213264133719	0.273729444425477	0.99416649132636	0.320141818677691	0.640275888567162	ENSMUSG00000040565	107182
Btbd1	919.576002870705	-0.0803632040413345	0.165044336237468	-0.486918884182169	0.626315815822996	0.851915856763574	ENSMUSG00000025103	83962
Btbd10	489.07659701694	0.327429172895937	0.239997713186529	1.36430121999311	0.172472782099857	0.472110004943048	ENSMUSG00000038187	68815
Btbd11	195.035793480236	-0.322319314914169	0.285574355691217	-1.12867037424986	0.2590369112885	0.57553032477304	ENSMUSG00000020042	74007
Btbd19	411.883627085498	0.0249144723083134	0.198963759210109	0.125221157899431	0.900348467498551	0.968605234475507	NA	78611
Btbd2	347.945564341206	-0.366803265488267	0.226342020096231	-1.62057078633617	0.105109721745477	0.361426683624805	ENSMUSG00000003344	208198
Btbd6	308.70196570537	-0.0821686829584062	0.256879275718862	-0.319872760184572	0.749064788065182	0.912735510817296	ENSMUSG00000002803	399566
Btbd7	186.572655850813	0.571478298958459	0.330974107498907	1.72665560843108	0.0842295325764504	0.318367435975953	ENSMUSG00000041702	238386
Btbd8	9.51235565658417	0.65300738762973	1.20190267681437	0.543311368072262	0.586915438472752	0.830121246311039	ENSMUSG00000111375	100503185
Btbd9	443.950876687011	-0.0154118552083123	0.219623267420828	-0.0701740548226206	0.944055124656797	0.98231683996343	ENSMUSG00000062202	224671
Btd	208.870849440462	-0.147969256386314	0.280480073218602	-0.527557108383202	0.597806769389708	0.836417123624228	ENSMUSG00000021900	26363
Btf3	999.524906354012	-0.131518821169057	0.152572536353762	-0.862008486665721	0.388682847738529	0.69846781431509	ENSMUSG00000021660	218490
Btf3l4	146.356274610031	0.424086978895532	0.321941369298684	1.31728016135162	0.187744732547855	0.491029070041133	ENSMUSG00000028568	70533
Btg3	27.3886402995937	-1.01600979455826	0.72735065959417	-1.39686378386616	0.162454537106568	0.459327642751003	ENSMUSG00000022863	12228
Btk	8.35712426562723	-0.56926433339205	1.26083096675856	-0.451499327348817	0.651629709735301	0.866549398080493	ENSMUSG00000031264	12229
Btnl5-ps	5.96694492644301	1.50015676268638	1.57734055398537	0.951067135689896	0.341570296505105	NA	NA	81497
Btrc	199.854167440616	-0.278441113174631	0.298064265431002	-0.934164693550246	0.35021894491765	0.666558277814813	ENSMUSG00000025217	12234
